county_name,STATEICP,COUNTYICP,county_lon,county_lat
Cortland,13,230,-76.07026916,42.59501587
Coryell,49,990,-97.79921226,31.39091691
Coshocton,24,310,-81.92001547,40.30164901
Costilla,62,230,-105.4282722,37.27810629
Cottle,49,1010,-100.2787521,34.07765347
Cotton,53,330,-98.37223848,34.29024384
Cottonwood,33,330,-95.18116106,44.00711402
Covington,41,390,-86.45125086,31.24850153
Covington,46,310,-89.5526344,31.6332239
Coweta,44,770,-84.7633705,33.35346227
Cowley,32,350,-96.83749664,37.2377598
Cowlitz,73,150,-122.6806215,46.19326434
Craig,53,350,-95.20850279,36.76176997
Craig,40,450,-80.21234722,37.48125931
Craighead,42,310,-90.63285824,35.83079704
Crane,49,1030,-102.515577,31.4285026
Craven,47,490,-77.09670251,35.12593846
Crawford,42,330,-94.24312177,35.58883571
Crawford,44,790,-83.98633795,32.71442158
Crawford,21,330,-87.75956319,39.00269263
Crawford,22,250,-86.45166227,38.29235914
Crawford,31,470,-95.38197573,42.03721988
Crawford,32,370,-94.85181968,37.50732163
Crawford,23,390,-84.61034079,44.68361833
Crawford,34,550,-91.30396724,37.97638349
Crawford,24,330,-82.9197813,40.85078027
Crawford,14,390,-80.10632154,41.68475899
Crawford,25,230,-90.93105523,43.239469
Creek,53,370,-96.3709489,35.90268476
Crenshaw,41,410,-86.3135515,31.73149554
Crisp,44,810,-83.76810803,31.92293754
Crittenden,42,350,-90.30890164,35.20796454
Crittenden,51,550,-88.09722342,37.35274711
Crockett,54,330,-89.13953406,35.81354484
Crockett,49,1050,-101.4121615,30.72299016
Crook,72,130,-120.3565346,44.14214556
Crook,68,110,-104.5708725,44.5892442
Crosby,49,1070,-101.2999671,33.61463054
Cross,42,370,-90.77122992,35.2957325
Crow Wing,33,350,-94.07088663,46.48238287
Crowley,62,250,-103.784835,38.32666675
Culberson,49,1090,-104.517421,31.44715993
Cullman,41,430,-86.8676258,34.1319477
Culpeper,40,470,-77.95589042,38.48607064
Cumberland,21,350,-88.24023625,39.27332406
Cumberland,51,570,-85.38846562,36.78655098
Cumberland,2,50,-70.41822339,43.85997625
Cumberland,12,110,-75.11062635,39.37304839
Cumberland,47,510,-78.82743485,35.04860345
Cumberland,14,410,-77.26555898,40.16364101
Cumberland,54,350,-84.99835581,35.95039546
Cumberland,40,490,-78.24496208,37.51210533
Cuming,35,390,-96.78740875,41.91641011
Currituck,47,530,-76.01390459,36.40109742
Curry,66,90,-103.3469128,34.57417305
Curry,72,150,-124.1566358,42.45772473
Custer,62,270,-105.3674799,38.10868429
Custer,63,370,-114.2816936,44.2413308
Custer,64,170,-105.5717913,46.25271147
Custer,35,410,-99.7261527,41.39427057
Custer,53,390,-99.00150652,35.63887024
Custer,37,330,-103.4515461,43.6776366
Cuyahoga,24,350,-81.65867553,41.42439991
Dade,43,250,-80.56865719,25.61485905
Dade,44,830,-85.50453185,34.8545273
Dade,34,570,-93.85029565,37.43204975
Daggett,67,90,-109.5062507,40.88652102
Dakota,33,370,-93.06544836,44.67190065
Dakota,35,430,-96.56452134,42.39111921
Dale,41,450,-85.61103845,31.43182763
Dallam,49,1110,-102.6022318,36.27789705
Dallas,41,470,-87.10648358,32.32598071
Dallas,42,390,-92.65445324,33.96983451
Dallas,31,490,-94.03974498,41.68489367
Dallas,34,590,-93.02366315,37.6804137
Dallas,49,1130,-96.77788043,32.76663741
Dane,25,250,-89.41833041,43.06735759
Daniels,64,190,-105.5485783,48.78381724
Danville City,40,5900,-79.39655009,36.58559898
Dare,47,550,-75.79949186,35.77119076
Darke,24,370,-84.61932126,40.13323986
Darlington,48,310,-79.95769679,34.33235902
Dauphin,14,430,-76.77941826,40.41545155
Davidson,47,570,-80.21268893,35.79328428
Davidson,54,370,-86.78477773,36.16943751
Davie,47,590,-80.54458868,35.92913781
Daviess,22,270,-87.07207798,38.70241961
Daviess,51,590,-87.08750086,37.73184372
Daviess,34,610,-93.98547342,39.96075118
Davis,31,510,-92.40972572,40.74769659
Davis,67,110,-112.1112526,40.99061871
Davison,37,350,-98.14600783,43.67474736
Dawes,35,450,-103.1354481,42.7197292
Dawson,44,850,-84.17055831,34.44425334
Dawson,64,210,-104.8994649,47.26639327
Dawson,35,470,-99.81957519,40.86994252
Dawson,49,1150,-101.9476925,32.74253241
Day,37,370,-97.60741706,45.36715929
De Baca,66,110,-104.4120094,34.34239292
De Kalb,21,370,-88.77031881,41.89353494
De Kalb,22,330,-84.99909038,41.39759112
De Kalb,34,630,-94.40471487,39.89318436
De Kalb,54,410,-85.83275553,35.97986769
De Soto,43,270,-81.80928625,27.18633987
De Soto,45,310,-93.73728847,32.05545343
De Soto,46,330,-89.99178665,34.87540328
De Witt,21,390,-88.90409568,40.17463621
De Witt,49,1230,-97.35678627,29.08208627
Deaf Smith,49,1170,-102.604948,34.96602765
Dearborn,22,290,-84.97334935,39.14525607
Decatur,44,870,-84.57907225,30.87834921
Decatur,22,310,-85.50114823,39.30700768
Decatur,31,530,-93.78628888,40.73768999
Decatur,32,390,-100.4599134,39.78476214
Decatur,54,390,-88.10877775,35.60302723
Deer Lodge,64,230,-113.0677614,46.06079095
Defiance,24,390,-84.49050595,41.32392558
Dekalb,41,490,-85.80414688,34.45977964
DeKalb,44,890,-84.22640771,33.77153129
Del Norte,71,150,-123.8970097,41.74309686
Delaware,22,350,-85.39690435,40.22753304
Delaware,31,550,-91.36735711,42.47121859
Delaware,13,250,-74.96646392,42.19820427
Delaware,24,410,-83.00488965,40.27840164
Delaware,53,410,-94.80265797,36.40820611
Delaware,14,450,-75.39899524,39.91676081
Delta,62,290,-107.8628881,38.86137935
Delta,23,410,-86.92457362,45.91966352
Delta,49,1190,-95.67226174,33.38630159
Dent,34,650,-91.50789464,37.60666385
Denton,49,1210,-97.11720471,33.20420813
Denver,62,310,-104.9722947,39.7386643
Des Moines,31,570,-91.1814777,40.92318993
Deschutes,72,170,-121.2279183,43.91489107
Desha,42,410,-91.25394919,33.8333411
Deuel,35,490,-102.3339596,41.11160462
Deuel,37,390,-96.66798942,44.76007973
Dewey,53,430,-99.00790099,35.98766758
Dewey,37,410,-100.8931685,45.23355863
Dickens,49,1250,-100.7788691,33.61661759
Dickenson,40,510,-82.35035729,37.12576032
Dickey,36,210,-98.50468719,46.11013111
Dickinson,31,590,-95.15083874,43.37799081
Dickinson,32,410,-97.15270974,38.86651096
Dickinson,23,430,-87.87026367,46.00924582
Dickson,54,430,-87.3567203,36.14903132
Dillon,48,330,-79.37893532,34.39152328
Dimmit,49,1270,-99.75673226,28.42254729
Dinwiddie,40,530,-77.63235777,37.0759116
District Of Columbia,98,10,-77.01486334,38.9100231
Divide,36,230,-103.4873713,48.81489994
Dixie,43,290,-83.15841251,29.6097129
Dixon,35,510,-96.8677544,42.493194
Doddridge,56,170,-80.70696635,39.26918006
Dodge,44,910,-83.16840155,32.17219086
Dodge,33,390,-92.8620608,44.02259643
Dodge,35,530,-96.65411036,41.57768441
Dodge,25,270,-88.70753041,43.41631004
Dolores,62,330,-108.5015896,37.75711254
Dona Ana,66,130,-106.8328099,32.35268514
Doniphan,32,430,-95.14562965,39.78511721
Donley,49,1290,-100.8140003,34.96542358
Dooly,44,930,-83.7985641,32.15727491
Door,25,290,-87.31700452,44.94379267
Dorchester,52,170,-76.00723279,38.48161918
Dorchester,48,350,-80.40611463,33.07982382
Dougherty,44,950,-84.21626129,31.53339294
Douglas,62,350,-104.929573,39.32973226
Douglas,44,970,-84.76794693,33.7018227
Douglas,21,410,-88.21736255,39.7694717
Douglas,32,450,-95.29261542,38.88466518
Douglas,33,410,-95.45352681,45.93373107
Douglas,34,670,-92.49880837,36.93260458
Douglas,35,550,-96.15448872,41.29535913
Douglas,65,50,-119.6163853,38.91224378
Douglas,72,190,-123.1650839,43.27915268
Douglas,37,430,-98.36610849,43.38693301
Douglas,73,170,-119.6917287,47.736079
Douglas,25,310,-91.91483361,46.43104284
Drew,42,430,-91.72002348,33.58945403
Du Page,21,430,-88.08567527,41.85198787
Dubois,22,370,-86.87980767,38.36426902
Dubuque,31,610,-90.88246318,42.46883973
Duchesne,67,130,-110.4247719,40.29751813
Dukes,3,70,-70.65842595,41.39529503
Dundy,35,570,-101.6879708,40.17624195
Dunklin,34,690,-90.09090896,36.2721425
Dunn,36,250,-102.6182585,47.35676233
Dunn,25,330,-91.8964214,44.94659625
Duplin,47,610,-77.93326005,34.93640355
Durham,47,630,-78.87632579,36.03600433
Dutchess,13,270,-73.74286375,41.76515679
Duval,43,310,-81.67214032,30.33095088
Duval,49,1310,-98.50893632,27.68130684
Dyer,54,450,-89.41377413,36.05906268
Eagle,62,370,-106.6953089,39.62783196
Early,44,990,-84.90412591,31.32280918
East Baton Rouge,45,330,-91.09562116,30.53824422
East Carroll,45,350,-91.23507121,32.73255941
East Feliciana,45,370,-91.04554176,30.84507559
Eastland,49,1330,-98.83233057,32.32708094
Eaton,23,450,-84.83831972,42.59607813
Eau Claire,25,350,-91.28600487,44.72677797
Echols,44,1010,-82.89397416,30.71010039
Ector,49,1350,-102.5427753,31.86916758
Eddy,66,150,-104.3043203,32.47149278
Eddy,36,270,-98.90160461,47.7175954
Edgar,21,450,-87.74557607,39.67854206
Edgecombe,47,650,-77.5970765,35.9129847
Edgefield,48,370,-81.96660237,33.77228577
Edmonson,51,610,-86.23860948,37.20893534
Edmunds,37,450,-99.21533663,45.41880435
Edwards,21,470,-88.05328747,38.41651998
Edwards,32,470,-99.31217932,37.88765549
Edwards,49,1370,-100.30475,29.98263791
Effingham,44,1030,-81.34134484,32.36731777
Effingham,21,490,-88.58986585,39.05978015
El Dorado,71,170,-120.5247937,38.77871471
El Paso,62,410,-104.5255971,38.83209791
El Paso,49,1410,-106.2348358,31.76855758
Elbert,62,390,-104.1359031,39.2865666
Elbert,44,1050,-82.84009638,34.1168004
Elizabeth City,40,550,-76.36763334,37.05406558
Elk,32,490,-96.244093,37.45369531
Elk,14,470,-78.64917711,41.42525917
Elkhart,22,390,-85.85881057,41.59742979
Elko,65,70,-115.3577737,41.14583629
Elliott,51,630,-83.09763624,38.11788982
Ellis,32,510,-99.31724145,38.91475943
Ellis,53,450,-99.75460419,36.21836147
Ellis,49,1390,-96.79449435,32.34843698
Ellsworth,32,530,-98.20473874,38.69663283
Elmore,41,510,-86.14915534,32.59665124
Elmore,63,390,-115.4691887,43.35390376
Emanuel,44,1070,-82.30171183,32.58976884
Emery,67,150,-110.7021211,38.99682133
Emmet,31,630,-94.67848829,43.37803087
Emmet,23,470,-84.89045846,45.52045353
Emmons,36,290,-100.2387895,46.28503275
Erath,49,1430,-98.21797468,32.23626438
Erie,13,290,-78.73074718,42.76220222
Erie,24,430,-82.61942803,41.36365569
Erie,14,490,-80.03220363,41.99154261
Escambia,41,530,-87.16162251,31.12612867
Escambia,43,330,-87.37710801,30.70209912
Esmeralda,65,90,-117.6323785,37.78470185
Essex,3,90,-70.95693174,42.67257674
Essex,12,130,-74.24830006,40.78823794
Essex,13,310,-73.77271053,44.11722688
Essex,6,90,-71.73606835,44.72780689
Essex,40,570,-76.95173791,37.9427776
Estill,51,650,-83.9642732,37.69244749
Etowah,41,550,-86.03476707,34.04526125
Eureka,65,110,-116.2685714,39.98389501
Evangeline,45,390,-92.40591041,30.72894201
Evans,44,1090,-81.88688812,32.15676915
Fairfax,40,590,-77.27578975,38.83875219
Fairfield,1,10,-73.38898917,41.27350795
Fairfield,24,450,-82.63057881,39.75161103
Fairfield,48,390,-81.12123176,34.39511803
Fall River,37,470,-103.5275709,43.23939548
Fallon,64,250,-104.4174301,46.33402416
Falls,49,1450,-96.93585559,31.25327719
Fannin,44,1110,-84.31973859,34.86421723
Fannin,49,1470,-96.10683569,33.59381438
Faribault,33,430,-93.94800591,43.67393676
Faulk,37,490,-99.14526197,45.07101946
Faulkner,42,450,-92.33205108,35.14698478
Fauquier,40,610,-77.80938375,38.73858227
Fayette,41,570,-87.73886674,33.72121146
Fayette,44,1130,-84.49419613,33.41394916
Fayette,21,510,-89.02415132,39.00019629
Fayette,22,410,-85.17872978,39.64006333
Fayette,31,650,-91.84432705,42.86259964
Fayette,51,670,-84.45875278,38.0423148
Fayette,24,470,-83.45610157,39.55989065
Fayette,14,510,-79.64736591,39.91989097
Fayette,54,470,-89.41437954,35.19708565
Fayette,49,1490,-96.91976624,29.87680103
Fayette,56,190,-81.08119623,38.02878543
Fentress,54,490,-84.93246601,36.3804999
Fergus,64,270,-109.2243409,47.26358005
Ferry,73,190,-118.5165043,48.47007654
Fillmore,33,450,-92.09017455,43.67400509
Fillmore,35,590,-97.59650981,40.52467315
Finney,32,550,-100.7370008,38.04431041
First Judicial Dist,81,3000,-134.5439929,57.55957549
Fisher,49,1510,-100.4021761,32.74282536
Flagler,43,350,-81.31389263,29.46081626
Flathead,64,290,-114.049818,48.29516384
Fleming,51,690,-83.69661942,38.3701563
Florence,48,410,-79.70282592,34.02439703
Florence,25,370,-88.39816181,45.8484724
Floyd,44,1150,-85.21581155,34.25978544
Floyd,22,430,-85.90694661,38.31917814
Floyd,31,670,-92.78901075,43.05992858
Floyd,51,710,-82.74572295,37.55719465
Floyd,49,1530,-101.3032431,34.07243004
Floyd,40,630,-80.3625543,36.93149742
Fluvanna,40,650,-78.27702089,37.84188393
Foard,49,1550,-99.77799324,33.97462092
Fond Du Lac,25,390,-88.48826576,43.75359836
Ford,21,530,-88.22326446,40.59718554
Ford,32,570,-99.88795131,37.69171017
Forest,14,530,-79.2360323,41.51326231
Forest,25,410,-88.77038836,45.66726977
Forrest,46,350,-89.25786446,31.1888722
Forsyth,44,1170,-84.12502682,34.22552151
Forsyth,47,670,-80.25634944,36.1304982
Fort Bend,49,1570,-95.77085923,29.52750144
Foster,36,310,-98.88302813,47.45708378
Fountain,22,450,-87.2419958,40.12088685
Fourth Judicicial Dist - No Data,81,3300,-150.9046233,65.06592161
Franklin,41,590,-87.84388586,34.44166158
Franklin,42,470,-93.89062291,35.51235654
Franklin,43,370,-84.81230857,29.87748327
Franklin,44,1190,-83.22920195,34.37559245
Franklin,63,410,-111.8132444,42.18117991
Franklin,21,550,-88.92420619,37.99225444
Franklin,22,470,-85.06030572,39.41487086
Franklin,31,690,-93.26248054,42.7325534
Franklin,32,590,-95.28595589,38.56452439
Franklin,51,730,-84.87707814,38.23915153
Franklin,45,410,-91.67377346,32.13321931
Franklin,2,70,-70.44414951,44.97420973
Franklin,3,110,-72.59187742,42.58310571
Franklin,46,370,-90.89785895,31.4771506
Franklin,34,710,-91.07500486,38.41114949
Franklin,35,610,-98.95280575,40.1763515
Franklin,13,330,-74.30341873,44.59258252
Franklin,47,690,-78.28561656,36.08279641
Franklin,24,490,-83.00935155,39.96953276
Franklin,14,550,-77.72127479,39.92743757
Franklin,54,510,-86.09217948,35.15496709
Franklin,49,1590,-95.21842658,33.17555489
Franklin,6,110,-72.91200007,44.85749306
Franklin,40,670,-79.88104258,36.99194552
Franklin,73,210,-118.8989072,46.53477223
Frederick,52,190,-77.39800065,39.47224687
Frederick,40,690,-78.26149993,39.20407752
Fredericksburg City,40,6300,-77.46637773,38.3018452
Freeborn,33,470,-93.34882329,43.67385189
Freestone,49,1610,-96.14910154,31.70490043
Fremont,62,430,-105.4396676,38.47297901
Fremont,63,430,-111.494803,44.22639763
Fremont,31,710,-95.60468492,40.74559676
Fremont,68,130,-108.6304281,43.04053407
Fresno,71,190,-119.6503869,36.75841752
Frio,49,1630,-99.10827543,28.86782192
Frontier,35,630,-100.394212,40.5300906
Fulton,42,490,-91.8182441,36.38167657
Fulton,44,1210,-84.46702167,33.79025378
Fulton,21,570,-90.20747903,40.47277382
Fulton,22,490,-86.26358883,41.0469711
Fulton,51,750,-89.18807038,36.55415464
Fulton,13,350,-74.4221557,43.11385501
Fulton,24,510,-84.13007933,41.60180575
Fulton,14,570,-78.11268982,39.92534941
Furnas,35,650,-99.91228119,40.17647235
Gadsden,43,390,-84.61358743,30.57948552
Gage,35,670,-96.68944906,40.26193682
Gaines,49,1650,-102.6351867,32.74073018
Gallatin,21,590,-88.23048903,37.76273933
Gallatin,51,770,-84.8592645,38.7568742
Gallatin,64,310,-111.173865,45.56856178
Gallia,24,530,-82.31691393,38.8246824
Galveston,49,1670,-94.96478911,29.39660146
Garden,35,690,-102.3354472,41.61943741
Garfield,62,450,-107.9039633,39.59931286
Garfield,64,330,-106.9928504,47.27769967
Garfield,35,710,-98.99139419,41.91436421
Garfield,53,470,-97.78273143,36.37906475
Garfield,67,170,-111.4431272,37.85491758
Garfield,73,230,-117.5452029,46.43157744
Garland,42,510,-93.15043895,34.57668909
Garrard,51,790,-84.53771816,37.63951993
Garrett,52,210,-79.2738839,39.52861162
Garvin,53,490,-97.30933146,34.7045784
Garza,49,1690,-101.2984309,33.17988024
Gasconade,34,730,-91.50793847,38.44093088
Gaston,47,710,-81.18024872,35.29437584
Gates,47,730,-76.70050203,36.44507073
Geary,32,610,-96.75214583,39.00181899
Geauga,24,550,-81.17865467,41.49955471
Gem,63,450,-116.3972407,44.06169661
Genesee,23,490,-83.70671571,43.02173182
Genesee,13,370,-78.19371402,43.00094195
Geneva,41,610,-85.83899185,31.09502068
Gentry,34,750,-94.40992435,40.21211486
George,46,390,-88.64403819,30.86261257
Georgetown,48,430,-79.33627371,33.44042867
Gibson,22,510,-87.58453976,38.31183102
Gibson,54,530,-88.93263105,35.99661792
Gila,61,70,-110.8117481,33.79975783
Gilchrist,43,410,-82.80036825,29.72582849
Giles,54,550,-87.03478367,35.20215797
Giles,40,710,-80.70374532,37.31403902
Gillespie,49,1710,-98.94648682,30.31806076
Gilliam,72,210,-120.2108899,45.37806588
Gilmer,44,1230,-84.455451,34.69147925
Gilmer,56,210,-80.85708706,38.92406942
Gilpin,62,470,-105.5225476,39.85756282
Glacier,64,350,-112.9947681,48.70509021
Glades,43,430,-81.20783347,26.95427415
Gladwin,23,510,-84.38825078,43.99068147
Glascock,44,1250,-82.61071062,33.22928598
Glasscock,49,1730,-101.5208106,31.8694678
Glenn,71,210,-122.3922309,39.59841281
Gloucester,12,150,-75.13714495,39.71378181
Gloucester,40,730,-76.54278255,37.4240482
Glynn,44,1270,-81.54732129,31.23673283
Gogebic,23,530,-89.69441518,46.40879685
Golden Valley,64,370,-109.1749513,46.38125886
Golden Valley,36,330,-103.8467102,46.94021718
Goliad,49,1750,-97.42649959,28.65710011
Gonzales,49,1770,-97.49253169,29.45673814
Goochland,40,750,-77.9158548,37.72166966
Goodhue,33,490,-92.72259752,44.40985818
Gooding,63,470,-114.8115407,42.97092554
Gordon,44,1290,-84.87897815,34.50440442
Goshen,68,150,-104.3532747,42.08794616
Gosper,35,730,-99.83071324,40.51482741
Gove,32,630,-100.4829171,38.91610531
Grady,44,1310,-84.23442967,30.87467812
Grady,53,510,-97.88411723,35.01694731
Grafton,4,90,-71.82055112,43.94074726
Graham,61,90,-109.8874482,32.93272147
Graham,32,650,-99.88326165,39.34972253
Graham,47,750,-83.83356126,35.35016653
Grainger,54,570,-83.50962463,36.27626389
Grand,62,490,-106.1183739,40.1026248
Grand,67,190,-109.5711214,38.98173674
Grand Forks,36,350,-97.45694189,47.92192703
Grand Isle,6,130,-73.29483002,44.79683431
Grand Traverse,23,550,-85.56050381,44.66867532
Granite,64,390,-113.4402785,46.40444606
Grant,42,530,-92.42358883,34.29002228
Grant,22,530,-85.6547321,40.51585183
Grant,32,670,-101.3080367,37.56220358
Grant,51,810,-84.62457721,38.64882399
Grant,45,430,-92.55952896,31.59971385
Grant,33,510,-96.0121901,45.93405447
Grant,35,750,-101.7405226,41.91499786
Grant,66,170,-108.3822566,32.73901915
Grant,36,370,-101.63972,46.35828686
Grant,53,530,-97.78616395,36.79614994
Grant,72,230,-119.0073929,44.49124479
Grant,37,510,-96.76770248,45.17195717
Grant,73,250,-119.4517844,47.20566631
Grant,56,230,-79.19557263,39.1051423
Grant,25,430,-90.70623439,42.86748205
Granville,47,770,-78.65302158,36.30402076
Gratiot,23,570,-84.6049166,43.29274135
Graves,51,830,-88.65116867,36.72311662
Gray,32,690,-100.4378718,37.73820427
Gray,49,1790,-100.8125667,35.40116928
Grays Harbor,73,270,-123.7725811,47.15105357
Grayson,51,850,-86.34393857,37.46083836
Grayson,49,1810,-96.67772761,33.62681984
Grayson,40,770,-81.22273344,36.6565621
Greeley,32,710,-101.8059972,38.48054376
Greeley,35,770,-98.52124678,41.56745108
Green,51,870,-85.55312539,37.26401433
Green,25,450,-89.60222092,42.67999622
Green Lake,25,470,-89.04495329,43.80036673
Greenbrier,56,250,-80.45295744,37.94693914
Greene,41,630,-87.95224089,32.85314315
Greene,42,550,-90.55907989,36.11769948
Greene,44,1330,-83.16668078,33.57877982
Greene,21,610,-90.39050059,39.35620648
Greene,22,550,-86.96184311,39.03625038
Greene,31,730,-94.39684348,42.03624692
Greene,46,410,-88.63916839,31.2142301
Greene,34,770,-93.34199758,37.25804269
Greene,13,390,-74.12267075,42.27655058
Greene,47,790,-77.67557862,35.48521829
Greene,24,570,-83.88988965,39.6914877
Greene,14,590,-80.22288019,39.85380862
Greene,54,590,-82.84582065,36.17536809
Greene,40,790,-78.46689684,38.29763285
Greenlee,61,110,-109.2401079,33.21536232
Greensville,40,810,-77.5590354,36.67630914
Greenup,51,890,-82.92237009,38.54563671
Greenville,48,450,-82.37072767,34.89431995
Greenwood,32,730,-96.23264677,37.87780272
Greenwood,48,470,-82.12593216,34.15383469
Greer,53,550,-99.56080921,34.93570801
Gregg,49,1830,-94.81695484,32.48045267
Gregory,37,530,-99.18562272,43.19238236
Grenada,46,430,-89.80201258,33.76996027
Griggs,36,390,-98.23705316,47.45729638
Grimes,49,1850,-95.98554929,30.54363199
Grundy,21,630,-88.41849337,41.28509485
Grundy,31,750,-92.79142716,42.40187328
Grundy,34,790,-93.56534193,40.11393985
Grundy,54,610,-85.72258658,35.38837494
Guadalupe,66,190,-104.7907057,34.86333151
Guadalupe,49,1870,-97.94859128,29.5830567
Guernsey,24,590,-81.49425884,40.05206218
Guilford,47,810,-79.7890064,36.07945101
Gulf,43,450,-85.2237291,29.95690292
Gunnison,62,510,-107.0317108,38.66680376
Guthrie,31,770,-94.50106277,41.68376229
Gwinnett,44,1350,-84.02363406,33.96173685
Haakon,37,550,-101.5399948,44.29443492
Habersham,44,1370,-83.53111988,34.63102954
Hale,41,650,-87.62912084,32.76267283
Hale,49,1890,-101.82689,34.07051775
Halifax,47,830,-77.65188392,36.25751097
Halifax,40,830,-78.93662628,36.76696141
Hall,44,1390,-83.81968591,34.31689534
Hall,35,790,-98.50218405,40.87257715
Hall,49,1910,-100.6811357,34.53078318
Hamblen,54,630,-83.26666641,36.21715905
Hamilton,43,470,-82.94797314,30.49644523
Hamilton,21,650,-88.53911118,38.08158078
Hamilton,22,570,-86.05201937,40.07249714
Hamilton,31,790,-93.70681603,42.38377964
Hamilton,32,750,-101.7912662,37.99915906
Hamilton,35,810,-98.0232377,40.87356987
Hamilton,13,410,-74.49735643,43.66113135
Hamilton,24,610,-84.54280267,39.19556142
Hamilton,54,650,-85.16478489,35.1808687
Hamilton,49,1930,-98.11073331,31.7048089
Hamlin,37,570,-97.18834262,44.67376677
Hampden,3,130,-72.63160993,42.13507681
Hampshire,3,150,-72.66382113,42.34006175
Hampshire,56,270,-78.61417244,39.31707222
Hampton,48,490,-81.14070897,32.77628259
Hampton City,40,6500,-76.3516663,37.02340009
Hancock,44,1410,-83.00101145,33.27024693
Hancock,21,670,-91.16469787,40.40378577
Hancock,22,590,-85.77324269,39.82355759
Hancock,31,810,-93.73428006,43.08189378
Hancock,51,910,-86.77804003,37.8414126
Hancock,2,90,-68.35320991,44.6747175
Hancock,46,450,-89.48905803,30.41645704
Hancock,24,630,-83.66654031,41.00194316
Hancock,54,670,-83.22184062,36.5236399
Hancock,56,290,-80.57391324,40.52134404
Hand,37,590,-99.00494867,44.5477821
Hanover,40,850,-77.49077497,37.76017805
Hansford,49,1950,-101.3545481,36.2774606
Hanson,37,610,-97.78735125,43.67482652
Haralson,44,1430,-85.21103044,33.79423957
Hardee,43,490,-81.8099317,27.49270563
Hardeman,54,690,-88.99308892,35.20687338
Hardeman,49,1970,-99.74572443,34.2902993
Hardin,21,690,-88.26696234,37.51819073
Hardin,31,830,-93.24041122,42.38388736
Hardin,51,930,-85.96345441,37.6979028
Hardin,24,650,-83.65943949,40.66151819
Hardin,54,710,-88.18449061,35.19868182
Hardin,49,1990,-94.39022751,30.33237463
Harding,66,210,-103.8199389,35.85794944
Harding,37,630,-103.4957784,45.58035286
Hardy,56,310,-78.85792499,39.00751036
Harford,52,230,-76.31874157,39.56281912
Harlan,51,950,-83.21787155,36.85699799
Harlan,35,830,-99.40465457,40.17650404
Harmon,53,570,-99.84628626,34.74412403
Harnett,47,850,-78.86931644,35.36860725
Harney,72,250,-118.9678506,43.06399889
Harper,32,770,-98.07550363,37.19161133
Harper,53,590,-99.66737022,36.78873155
Harris,44,1450,-84.90899209,32.73600965
Harris,49,2010,-95.39568637,29.85853564
Harrison,22,610,-86.11162432,38.19530321
Harrison,31,850,-95.81693168,41.6828525
Harrison,51,970,-84.3314918,38.44179015
Harrison,46,470,-89.11727371,30.51275723
Harrison,34,810,-93.99207113,40.35467576
Harrison,24,670,-81.09114071,40.29384716
Harrison,49,2030,-94.37149344,32.54814006
Harrison,56,330,-80.37987341,39.28353601
Harrisonburg City,40,6600,-78.87022203,38.44670463
Hart,44,1470,-82.96425582,34.35089894
Hart,51,990,-85.88473628,37.29998279
Hartford,1,30,-72.73283993,41.80641996
Hartley,49,2050,-102.6028966,35.84002737
Harvey,32,790,-97.42727882,38.04322525
Haskell,32,810,-100.8712072,37.5622531
Haskell,53,610,-95.11660953,35.22482794
Haskell,49,2070,-99.73030847,33.17823711
Hawaii,82,10,-155.51836,19.59817298
Hawkins,54,730,-82.94467916,36.44117237
Hayes,35,850,-101.0618532,40.52478916
Hays,49,2090,-98.03107534,30.05815625
Haywood,47,870,-82.98224105,35.55605906
Haywood,54,750,-89.28384183,35.58322824
Heard,44,1490,-85.12827576,33.29703733
Hemphill,49,2110,-100.2704819,35.83757604
Hempstead,42,570,-93.66845046,33.73531115
Henderson,21,710,-90.92511748,40.81812453
Henderson,51,1010,-87.57279491,37.79614197
Henderson,47,890,-82.47992267,35.33624393
Henderson,54,770,-88.38799237,35.65426318
Henderson,49,2130,-95.85388251,32.2120256
Hendricks,22,630,-86.50998152,39.76952406
Hendry,43,510,-81.1707617,26.54814798
Hennepin,33,530,-93.47687209,45.004548
Henrico,40,870,-77.40850544,37.53856341
Henry,41,670,-85.2414109,31.51470017
Henry,44,1510,-84.15526181,33.45329121
Henry,21,730,-90.13142265,41.35314015
Henry,22,650,-85.39644029,39.93104737
Henry,31,870,-91.54453188,40.98794447
Henry,51,1030,-85.11908374,38.44842531
Henry,24,690,-84.06823498,41.33389289
Henry,54,790,-88.30126363,36.33179201
Henry,40,890,-79.87371086,36.68277438
Henry/Rives,34,830,-93.7927569,38.38516876
Herkimer,13,430,-74.96255812,43.41961634
Hernando,43,530,-82.42056886,28.55282431
Hertford,47,910,-76.9823374,36.35918501
Hettinger,36,410,-102.4603676,46.43253952
Hickman,51,1050,-88.97621162,36.67815769
Hickman,54,810,-87.47331357,35.80325636
Hickory,34,850,-93.32072047,37.94078704
Hidalgo,66,230,-108.7148289,31.91416269
Hidalgo,49,2150,-98.18107675,26.39672929
Highland,24,710,-83.60097643,39.18474781
Highland,40,910,-79.56854661,38.3623336
Highlands,43,550,-81.34097365,27.34332886
Hill,64,410,-110.1113241,48.62823272
Hill,49,2170,-97.1324338,31.99068955
Hillsborough,43,570,-82.30721196,27.93035094
Hillsborough,4,110,-71.71600652,42.91531585
Hillsdale,23,590,-84.59293287,41.8877753
